name,street,village_id,user_id
RAMBAAN II,Jl. DR. Subandi Kel Jember LOr Patrang,242,31
TEGAL REJO,Jl. Manggar Kel Jember Lor Patrang,242,32
ABADI,Link. Mojan,247,33
JUMERTO LOR,Mojan,247,34
RUKUN KARYA,LINGK JUMERTO LOR,247,35
SUMBER MAKMUR,Jumerto Lor,247,36
TUNAS KARYA,Link.Krajan,247,37
CANGKRING,Jl. Merpati Lingk. Cangkring Kel Patrang Patrangf,243,38
LUMBUNG MAKMUR,Jl. Dr Subandi Patrang Patrang,243,39
RUKUN SETIA,Link. Darungan Kel Patrang Patrang,243,40
RUKUN MAKMUR,Link. Krajan,246,41
SUMBERLANGON,Sbrlangon,246,42
BAROKAH,Lingk.Kaliwates Kidul RT001RW001 Kaliwates Kec.Kaliwates Kab.Jember,229,43
BERKAH TANI,JL.AROWANA XV LINGK.GEBANG TAMAN RT 001 RW 010 KEBONAGUNG KEC.KALIWATES,233,44
GOTONG ROYONG,"JLAROWANA No,21 RT/RW. 001/001 KEBONAGUNG KEC.KALIWATES",233,45
HASIL GUNA,JL.IKAN KAKAP RT 001 RW 009 KEBONAGUNG KEC.KALIWATES,233,46
KARYA BAKTI,JL.AROWANA Gg.KUD RT/RW.004/006 KEBONAGUNG KEC.KALIWATES,233,47
RUKUN TANI,JL.IKAN KAKAP RT/RW 001/008 KEBONAGUNG KEC.KALIWATES,233,48
TANI MAKMUR,JL.IKAN KAKAP RT/RW. 02/009 KEBONAGUNG KEC.KALIWATES,233,49
BAROKAH I,JL.TANJUNG NO 10 LINGK.KRAJAN RT 04 RW 011 MANGLI KEC.KALIWATES,227,50
BAROKAH II,JL.KAUMAN NO 8 LINGK. WONOSARI RT 001 RW 003 KELURAHAN MANGLI KEC.KALIWATES,227,51
KELOMPOK WANITA TANI ASRI,PERUM BUMI MANGLI PERMAI BLOK ID -7 RT 001 RW 015 MANGLI KEC.KALIWATES,227,52
TANJUNG I,JL.UDANG WINDU VII LINGK.KRAJAN RT 003 RW 011 MANGLI KEC.KALIWATES,227,53
TANJUNG II,LINGK.TANJUNG RT 002 RW 016 MANGLI KEC.KALIWATES,227,54
AL HIDAYAH,Jl. Candika Lingk Krajan RT 003 RW 004 Sempusari,228,55
ADIL MAKMUR,Lingk. Krajan Timur Kelurahan Tegalbesar Kec. Kaliwates,230,56
HARAPAN TANI,Lingk.Gumuk Bago Kelurahan Tegalbesar Kec. Kaliwates,230,57
HARAPAN TANI I,Lingk.Muktisari Kelurahan Tegalbesar Kec. Kaliwates,230,58
KARYA GUNA,Lingk. Karang Anyar Kelurahan Tegalbesar Kecamatan Kaliwates,230,59
Baru Muncul,Dusun Krajan Timur RT 02 RW 02 Desa Jelbuk Kecamatan Jelbuk Kabupaten Jember,222,60
Darma Tani,Dusun Tenggir Timur RT 03 RW 01 Desa Jelbuk Kecamatan Jelbuk Kabupaten Jember,222,61
Karya Baru,Dusun Krajan Barat RT 01 RW 01Desa Jelbuk Kecamatan Jelbuk Kabupaten Jember,222,62
Lohjinawi,Dsn Tenggir Barat RT 1 RW 3 Desa Jelbuk Kecamatan Jelbuk Kabupaten Jember,222,63
Sari Tani,Dusun Tenggir Barat RT 02 RW 04 Desa Jelbuk Kecamatan Jelbuk Kabupaten Jember,222,64
Sumber Makmur I,Dusun Krajan Timur II RT 01 RW 07 Desa Jelbuk Kecamatan Jelbuk Kabupaten Jember,222,65
Sumber Makmur II,Dusun Tenggir Timur RT 01 RW 06 Desa Jelbuk Kecamatan Jelbuk Kabupaten Jember,222,66
Dharma Tani,Dsn. Sumber Tengah RT 4 RW 2 Desa Panduman Kecamatan Jelbuk Kabupaten Jember,221,67
Gentapurba,Dusun Siwan Kidul RT 02 RW 01 Desa Panduman Kecamatan Jelbuk Kabupaten Jember,221,68
Jati Tumang,Dusun Krajan II Desa Panduman Kecamatan Jelbuk Kabupaten Jember,221,69
Jaya Makmur,Dusun Siwan Lor RT 02 RW 01 Desa Panduman Kecamatan Jelbuk Kabupaten Jember,221,70
Kertanegara,Dusun Lamparan RT 02 RW 01 Desa Panduman Kecamatan Jelbuk Kabupaten Jember,221,71
Sri Murni 3,Dusun Sumbercandik RT 06 RW 02 Desa Panduman,221,72
Sri Murni I,Dusun Bacem RT 03 RW 02 Desa Panduman Kecamatan Jelbuk Kabupaten Jember,221,73
Sri Murni II,Dusun Sumbercandik RT 3 RW 1 Desa Panduman Kecamatan Jelbuk Kabupaten Jember,221,74
Sumbertani,Dsn Krajan I RT 1 RW 1 Desa Panduman Kecamatan Jelbuk Kabupaten Jember,221,75
Bangkalan,Dusun Arjasa RT 01 RW 05 Desa Suco Pangepok Kecamatan Jelbuk Kabupaten Jember,226,76
Baru Muncul,Dusun Krajan Desa Suco Pangepok Kecamatan Jelbuk Kabupaten Jember,226,77
Dewi Sri,Dusun Pangepok RT 2 RW 6 Desa Sucopangepok Kecamatan Jelbuk Kabupaten Jember,226,78
Hasil Karya,Dusun Pakel RT 3 RW 2 Desa Sucopangepok Kecamatan Jelbuk Kabupaten Jember,226,79
Karya Makmur,Dusun Gujuran RT 01 RW 10 Desa Suco Pangepok Kecamatan Jelbuk Kabupaten Jember,226,80
Kebun Kentang,DSn Lengkong RT 1 RW 3 Sucopangepok Kecamatan Jelbuk Kabupaten Jember,226,81
Pangolakan,Dusun Tenap RT 1 RW 1 Desa Sucopangepok Kecamatan Jelbuk Kabupaten Jember,226,82
Tunas Muda,Dusun Cangkring RT 01 RW 09 Desa Suco Pangepok Kecamatan Jelbuk Kabupaten Jember,226,83
Kramat Jaya,Dusun Krajan Timur RT 04 RW 02 Desa Suger Kidul Kecamatan Jelbuk Kabupaten Jember,224,84
Rumpun Tani,Dusun Lojejer RT 01 RW 05 Desa Suger Kidul Kecamatan Jelbuk Kabupaten Jember,224,85
Semangat Baru,Jl Kenitu Dusun Lojejer RT 02 RW 02 Desa Suger Kidul Kecamatan Jelbuk Kabupaten Jember,224,86
Sumber Rahmat,Dusun Kebun RT 01 RW 01 Desa Suger Kidul Kecamatan Jelbuk Kabupaten Jember,224,87
Sumber Urip,Dusun Kebun RT 04 FW 08 Desa Suger Kidul Kecamatan Jelbuk Kabupaten Jember,224,88
Terampil Karya,Dusun Krajan Timur RT 04 RW 03 Desa Suger Kidul Kecamatan Jelbuk Kabupaten Jember,224,89
Tunas Harapan I,Dusun Krajan Barat RT 04 RW 02 Desa Suger Kidul Kecamatan Jelbuk Kabupaten Jember,224,90
Tunas Harapan II,Dusun Krajan Barat RT 06 RW 02 Desa Suger Kidul Kecamatan Jelbuk Kabupaten Jember,224,91
Harapan Baru,Dusun Krajan Barat RT 03 RW 06 Desa Suko Jember Kecamatan Jelbuk Kabupaten Jember,225,92
Harapan Jaya,Dusun Leces RT 02 RW 16 Desa Suko Jember Kecamatan Jelbuk Kabupaten Jember,225,93
Lestari,Dusun Cangkring RT 03 RW 02 Desa Suko Jember Kecamatan Jelbuk Kabupaten Jember,225,94
Mufakat,Dsn. Leces RT 1 RW 14 Suko Jember Kecamatan Jelbuk Kabupaten Jember,225,95
Pelita,Dusun Tegal Batu RT 08 RW 01 Desa Suko Jember Kecamatan Jelbuk Kabupaten Jember,225,96
Senasip,Dusun Tegal Batu RT 01 RW 20 Desa Suko Jember Kecamatan Jelbuk Kabupaten Jember,225,97
Sudi Makmur,Dsn. Krajan Timur RT 5 RW 6 Suko Jember Kecamatan Jelbuk Kabupaten Jember,225,98
Sumber Makmur,Dusun Cangkring RT 02 RW 01 Desa Suko Jember Kecamatan Jelbuk Kabupaten Jember,225,99
Harapan Jaya,Dusun Rejeb II Desa Sukowiryo Kecamatan Jelbuk Kabupaten Jember,223,100
Hidayah Tani,Dusun Sudung Barat I RT 04 RW 06 Desa Sukowiryo Kecamatan Jelbuk Kabupaten Jember,223,101
Karya Tani,Dusun Rejeb I RT 06 RW 03 Desa Sukowiryo Kecamatan Jelbuk Kabupaten Jember,223,102
Makmur I,Dusun Krajan RT 02 RW 01 Desa Sukowiryo Kecamatan Jelbuk Kabupaten Jember,223,103
Makmur II,Dusun Krajan II RT 2 RW 2 Desa Sukowiryo Kecamatan Jelbuk Kabupaten Jember,223,104
Mardi Tani,Dsn. Sudung Timur RT 4 RW 9 Desa Sukowiryo Kecamatan Jelbuk Kabupaten Jember,223,105
Sumber Tani I,Dusun Sudung Timur RT 01 RW 08 Desa Sukowiryo Kecamatan Jelbuk Kabupaten Jember,223,106
Sumber Tani II,Dusun Sudung Barat II RT 03 RW 07 Desa Sukowiryo Kecamatan Jelbuk Kabupaten Jember,223,107
Surya Tani,Dusun Sudung Barat RT 1 RW 5 Desa Sukowiryo Kecamatan Jelbuk Kabupaten Jember,223,108
Among Tani,Desa arjasa kec. Sukowono kab. Jember,218,109
Ngudi Ilmu,Desa arjasa kec. Sukowono kab. Jember,218,110
Ngudi Rejeki,Desa arjasa kec. Sukowono kab. Jember,218,111
Tani Jaya,Desa arjasa kec. Sukowono kab. Jember,218,112
Tani Mulya,Desa Arjasa kec. Sukowono kab. Jember,218,113
Wadung Jaya,Desa arjasa kec. Sukowono kab. Jember,218,114
Eka Prasetya,Desa balet baru kec. Sukowono kab. Jember,212,115
Handayani,Desa balet baru kec. Sukowono kab. Jember,212,116
Krajan Jaya,Desa balet baru kec. Sukowono kab. Jember,212,117
Panca Karya,Desa balet baru kec. Sukowono kab. Jember,212,118
Rumpun Tani,Desa balet baru kec. Sukowono kab. Jember,212,119
Sri Rejeki,Desa balet baru kec. Sukowono kab. Jember,212,120
KESAMBI JAYA,DUSUN SUMBER WADUNG RT. 003 RW. 008 DESA DAWUHAN MANGLI KECAMATAN SUKOWONO KABUPATEN JEMBER,217,121
Tani Agung,Desa dawuhan Mangli kec. Sukowono kab. Jember,217,122
Tani Makmur,Desa dawuhan Mangli kec. Sukowono lkab. Jember,217,123
Tani Murni,Desa dawuhan mangli kec. Sukowono kab. Jember,217,124
Tani Subur,Desa dawuhan Mangli kec. Sukowono kab. Jember,217,125
Baru Muncul,Desa mojogemi kec. Sukowono kab. Jember,214,126
Karang Tani,Desa mojogemi kec. Sukowono kab. Jember,214,127
Mojosari,Desa mojogemi kec. Sukowono kab. Jember,214,128
Tani Maju,Desa mojogemi kec.sukowono kab. Jember,214,129
Tegal Mojo,Desa mojogemi kec. Sukowono kab. Jember,214,130
Karya Bakti,Dusun Krajan RT 012 RW 004 Pocangan kec. Sukowono kab. Jember,220,131
Karya Jaya,Dusun Krajan RT 006 RW 002 Desa Pocangan kec. Sukowono kab. Jember,220,132
Karya Mulya,Dusun Sumber Tengah RT 016 RW 005 Desa pocangan kec. Sukowono kab. Jember,220,133
Karya Murni,Dusun Sumber Tengah RT 015 RW 005 Pocangan kec. Sukowono kab.jember,220,134
Karya Utama,Sumebr Tengan RT 017 RW 006 Pocangan kec. Sukowono kab. Jember,220,135
Karya Abadi,Dsn. Krajan RT 02 RW 05,215,136
Karya Bhakti,Desa sukokerto kec. Sukowono kab. Jember,215,137
Karya Laksana,Desa sukokerto kec. Sukowono kab. Jember,215,138
Karya Mulya,Desa sukokerto kec. Sukowono kab. Jember,215,139
Karya Tani,Desa sukokerto kec. Sukowono kab. Jember,215,140
Gemah Ripah,Desa sukorejo kec. Sukowono kab. Jember,210,141
KARYA ABADI,TAMAN REJO RT 001 RW 0015,210,142
Krueng Aceh,Desa sukorejo kec. Sukowono kab. Jember,210,143
Rame Ing Gawe,Desa sukorejo kec. Sukowono kab. Jember,210,144
Sukorejo,Desa sukorejo kec. Sukowono kab. Jember,210,145
bhinneka,Desa Sukosari kec. Sukowono kab. Jember,211,146
Karya Tani,Desa Sukosari kec. Sukowono kab. Jember,211,147
Ngudi Tentrem,Desa Sukosari kec. Sukowono kab. Jember,211,148
Sido Mukti,Desa Sukosari kec. Sukowono kab. Jember,211,149
Sri Sedono I,Desa sukosari kec. Sukowono kab. Jember,211,150
Sri Sedono II,Desa Sukosari kec. Sukowono kab. Jember,211,151
Harapan Tani,Desa Sukowono kec. Sukowono kab. Jember,216,152
makmur tani,Desa Sukowono kec. Sukowono kab. Jember,216,153
Nur Tani,Desa Sukowono kec. Sukowono kab. Jember,216,154
Sidodadi,Dusun Krajan Desa Sukowono,216,155
tani makmur,Desa Sukowono kab. Jember,216,156
Taruna Tani,Desa Sukowono kec. Sukowono kab. Jember,216,157
Agung Tani,Desa sumberwringin kec. Sukowono kab. Jember,213,158
Berkah Tani,Desa sumberwringin kec. Sukowono kab. Jember,213,159
Lengkong,Desa sumberwringin kec. Sukowono kab. Jember,213,160
Sumber Tani,Dusun Krajan RT 002 RW 010 Desa sumberwringin kec. Sukowono kab. Jember,213,161
Tirto Tani,Desa sumberwringin kec. Sukowono kab. Jember,213,162
Sido Maju,Dusun Krajan RT 001 RW 005 Sumberdanti kec. Sukowono kab. Jember,219,163
Sido Makmur,Dusun Gumuk Jajar RT 001 RW 001 Desa Sumberdanti Kec. Sukowono,219,164
Sido Mulyo,Dusun Krajan RT 002 RW 008 Desa Sumberdanti Kec. Sukowono Kab. Jember,219,165
Sumber Hasil,Dusun Krajan Utara RT 002 RW 002 - Sumberdanti,219,166
Tunas Muda,Dusun Gumuk Jajar RT 001 RW 006 Desa sumberdanti kec. Sukowono kab. Jember,219,167
Tunas Mulya,Dusun Gumuk Jajar RT 001 RW 007 - Sumberdanti,219,168
Baru Muncul,Desa Sumberwaru Kemc. Sukowono kab. Jember,209,169
Rukun Tani,Desa sumberwaru kec. Sukowono kab. Jember,209,170
Sumber Rejeki,Desa sumberwaru kec. Sukowono kab. Jember,209,171
Surya Tani,Desa Sumberwaru kec. Sukowono kab. Jember,209,172
Taruna Tani,Desa sumberwaru kec. Sukowono kab. Jember,209,173
Adil,Dusun sumber balin timur desa cumedak kec. Sumberjambe,201,174
Gotong Royong,Dusun sumber balin timur desa cumedak kec. Sumberjambe,201,175
Jung Mangli,Dusun sumber canting desa cumedak kec. Sumberjambe,201,176
Kondang Jaya,Dusun krajan barat desa cumedak kec. Sumberjambe,201,177
Paleran Jaya,Dusun paleran desa cumedak kec.sumberjambe,201,178
Rukun Makmur,Dusun sumber balin barat desa cumedak kec. Sumberjambe,201,179
Setia Tani,Dusun krajan desa cumedak kec. Sumberjambe,201,180
Tani Makmur,Dusun plampang desa cumedak kec. Sumberjambe,201,181
Karya Bakti,Dusun krajan II desa gunung malang kec. Sumberjambe,202,182
Sejahtera,Dusun krajan desa gunung malang kec. Sumberjambe,202,183
Sejati,Dusun krajan desa gunung malang kec. Sumberjambe,202,184
Setya Tani,Dusun ajung babi desa gunung malang kec. Sumberjambe,202,185
Sumber Makmur,Dusun gayasan desa gunung malang kec. Sumberjambe,202,186
Tani Indah,Dusun karang kebun desa gunung malang kec. Sumberjambe,202,187
Tani Mulya,Dusun krajan desa gunung malang kec. Sumberjambe,202,188
Tani Unggul,Dusun paleran desa gunung malang kec. Sumberjambe,202,189
KARYA TANI,"Dsn Sumber kokap Desa Jambearum,sumberjambe",208,190
REJEKI,"Dsn Bearum,Desa Jambearum,Sumberjambe",208,191
TANI KARYA,"Dsn sumberkokap timur,desa jambearum kec sumberjambe,jember",208,192
TANI MAKMUR,"dsn sumberkokap timur,desa jambearum,sumberjambe",208,193
TANI SEJAHTERA,"Dsn Pace desa jambearum,sumberjambe",208,194
TANI SETIA,Dsn krajan desa jambearum.,208,195
DAUN MAS,Dusun ragang Desa plerean Kecamatan sumberjambe,206,196
RUKUN MAKMUR,Dusun Plenggian Desa Plerean Kecamatan Sumberjambe,206,197
SINAR TANI,Dusun Krajan Desa Plerean Kecamatan Sumberjambe,206,198
SUMBER JAYA,Dusun panggung pinang Desa Plerean Kecamatan sumberjambe,206,199
TANI MAKMUR,Dusun panggung pinang Desa Plerean Kecamatan Sumberjambe,206,200
Harapan Tani,Dusun taman burnih desa pringgondani kec. Sumberjambe,207,201
Jaya Abadi,Dusun taman burnih desa pringgondani kec. Sumberjambe,207,202
Makmur Abadi,Dusun taman burnih desa pringgondani kec. Sumberjambe,207,203
Rukun Tani,Dusun krajan desa pringgondani kec. Sumberjambe,207,204
Sumber Abadi,Dusun Tol Tol desa pringgondani kec. Sumberjambe,207,205
MITRA TANI,DUSUN SUMBER TENGAH RT/RW. 019/006 - RANDUAGUNG - SUMBERJAMBE - JEMBER - JAWA TIMUR,200,206
PELITA TANI,DUSUN PANDIAN RT/RW. 015/005 - RANDUAGUNG - SUMBERJAMBE - JEMBER - JAWA TIMUR,200,207
SUMBER AGUNG,DUSUN SUMBER MALANG RT/RW. 001/001 - RANDUAGUNG - SUMBERJAMBE - JEMBER - JAWA TIMUR,200,208
SUMBER ASIH,DUSUN SUMBER MALANG RT/RW. 039/003 - RANDUAGUNG - SUMBERJAMBE - JEMBER - JAWA TIMUR,200,209
SUMBER REJEKI,DUSUN MUMBUL RT/RW.025/008 - RANDUAGUNG - SUMBERJAMBE - JEMBER - JAWA TIMUR,200,210
SUMBER TANI,DUSUN SUMBER KOKAP RT/RW. 031/010 - RANDUAGUNG - SUMBERJAMBE - JEMBER - JAWA TIMUR,200,211
TANI ABADI,DUSUN SUMBER MALANG RT/RW. 004/002 - RANDUAGUNG - SUMBERJAMBE - JEMBER - JAWA TIMUR,200,212
WIRA TANI,DUSUN SUMBER KOKAP RT/RW.032/011 - RANDUAGUNG - SUMBERJAMBE - JEMBER - JAWA TIMUR,200,213
BINTANG TANI,"Dusun Gardu Tengah, Desa Rowosari, Kec. Sumberjambe",203,214
GIAT TANI,"Dusun Lumbung, Desa Rowosari, Kec. Sumberjambe",203,215
MEKARSARI,"Dusun Barat Sawah, Desa Rowosari, Kec. Sumberjambe",203,216
ROWOJAYA 01,"Dusun Gardu, Desa Rowosari, Kec. Sumberjambe",203,217
ROWOJAYA II,"Dusun Lumbung, Desa Rowosari, Kec. Sumberjambe",203,218
TANI JAYA,"Dusun Barat Sawah, Desa Rowosari, Kec. Sumberjambe",203,219
TANI JAYA II,"Dusun Gardu Timur, Desa Rowosari, Kec. Sumberjambe",203,220
Tani Maju,Dsn. Preing Padduh Ds. Rowosari,203,221
TANI SUBUR,"Dusun Barat Sawah, Desa Rowosari, Kec. Sumberjambe",203,222
Budidaya,Dusun karang suno desa sumberpakem kec. Sumberjambe,205,223
Giat Tani,Dusun karang suno desa sumberpakem kec. Sumberjambe,205,224
Karya Tani,Dusun krajan I desa sumberpakem kec.Sumberjambe,205,225
Sari Tani,Dusun karang tengah desa sumberpakem kec. Sumberjambe,205,226
Sembada Tani,Dusun krajan desa sumberpakem kec. Sumberjambe,205,227
Sentosa,Dusun krajan II desa sumberpakem kec. Sumberjambe,205,228
Sinar Tani,Dusun krajan desa sumberpakem kec. Sumberjambe,205,229
Tani Mandiri,Dusun pandian desa sumberpakem kec. Sumberjambe,205,230
DEWI SRI,"Dusun Krajan, Desa Sumberjambe, Kec. Sumberjambe",204,231
HARAPAN MAKMUR,"Dusun Semek, Desa Sumberjambe, Kec. Sumberjambe",204,232
MAJU,"Dusun Pasar, Desa Sumberjambe, Kec. Sumberjambe",204,233
MAKMUR,"Dusun Krajan, Desa Sumberjambe, Kec. Sumberjambe",204,234
MARGI TANI,"Dusun Gladak Langsep, Desa Sumberjambe, Kec. Sumberjambe",204,235
SADAR TANI,"Dusun Pasar, Desa Sumberjambe, Kec. Sumberjambe",204,236
SETIA TANI,"Dusun Gundang, Desa Sumberjambe, Kec. Sumberjambe",204,237
TELADAN,"Dusun Slangak, Desa Sumberjambe, Kec. Sumberjambe",204,238
Harapan,Dusun Tegalan I Desa Slateng Kec. Ledokombo,197,239
Rahayu,Dusun Sumber Lucu Desa Slateng Kec. Ledokombo,197,240
Rukun Makmur,Dusun Rowo desa Slateng Kec. Ledokombo,197,241
Sumber Karyo,Dusun Tegalan II desa Slateng Kec. Ledokombo,197,242
HARAPAN JAYA,DUSUN SUMBERBULUS I DESA SUMBERBULUS,192,243
JAYA MAKMUR,SUMBERBULUS III DESA SUMBERBULUS,192,244
LESTARI,DUSUN SUMBERBULUS I DESA SUMBERBULUS,192,245
MANDALA,DUSUN SUMBERBULUS III DESA SUMBERBULUS,192,246
MAYASARI,DUSUN SUMBERBULUS III DESA SUMBERBULUS,192,247
PUTRI RAUNG,DUSUN SUMBERBULUS II DESASUMBERBULUS,192,248
SARI MULYO,DUSUN SUMBERBULUS III DESA SUMBERBULUS,192,249
SUMBER TANI,DUSUN SUMBERBULUS II DESA SUMBERBULUS,192,250
Margi Tani,Dsn krg kebun RT 02 RW 07 desa sumberlesung kec Ledokombo,193,251
Karya Makmur 02,DSN PALUOMBORT 003 RW 005 DS SUMBERSALAK,191,252
Sekar wangi,Dsn karanganyar ds sumbersalak,191,253
Abadi,Desa ajung kec. Kalisat,180,254
Harapan,Desa ajung kec. Kalisat,180,255
karya Tani,Desa ajung kec. Kalisat,180,256
Semangat,Desa ajung kec. Kalisat,180,257
Sido Muncul,Desa ajung kec. Kalisat,180,258
Sumber Rejeki,Desa ajung kec. Kalisat,180,259
Adil,Dusun rowo RT 018 RW 007 desa Gambiran kec. Kalisat Kab Jember,178,260
Karya Bakti,Dusun Rowo RT 019 RW 008 Desa Gambiran Kec. Kalisat Kab. Jember,178,261
Krajan Jaya,Dusun krajan II RT 011 RW 004 desa Gambiran kec. Kalisat Kab. Jember,178,262
Rukun Makmur,Dusun krajan I RT 007 RW 002 desa Gambiran kec. Kalisat Kab Jember,178,263
Tani Mulya,Dusun krajan I RT 001 RW 001desa Gambiran kec. Kalisat,178,264
Al Mubaroq,Desa glagahwero kec. Kalisat,181,265
Karya Makmur,Desa glagahwero kec. Kalisat,181,266
Murni,Desa glagahwero kec. Kalisat,181,267
Taman Tani,Desa glagahwero kec. Kalisat,181,268
Wiro Makmur,Desa glagahwero kec. Kalisat,181,269
Karya Subur,Desa gumuksari kec. Kalisat,183,270
Makmur,Desa gumuksari kec. Kalisat,183,271
Mulya Jaya,Desa gumuksari kec. Kalisat,183,272
Tani Subur,Desa gumuksari kec. Kalisat,183,273
Cipta Makmur,Desa kalisat kec. Kalisat,185,274
Karya Makmur,dusun utara 1 Desa kalisat kec. Kalisat,185,275
Maju Makmur,Desa kalisatkec. Kalisat,185,276
Sedia Makmur,dusun barat Desa kalisat kec. Kalisat,185,277
Tani Makmur,Desa kalisat kec. Kalisat,185,278
Tukul Makmur,Desa kalisat kec. Kalisat,185,279
Budi Makmur,Dusun junggrang desa patempuran kec. Kalisat,184,280
Rukun Makmur,Dusun krajan desa patempuran kec. Kalisat,184,281
Swadaya Makmur,Dusun junggrang desa patempuran kec. Kalisat,184,282
Tekad Makmur,Dusun krajan desa patempuran kec. Kalisat,184,283
Usaha Makmur,Dusun krajan desa patempuran kec. Kalisat,184,284
Gotong Royong,Dusun jambuan desa plalangan kec. Kalisat,179,285
Rukun Makmur,Dusun krajan desa plalangan kec. Kalisat,179,286
Suka Makmur,Desa plalangan kec. Kalisat,179,287
Sumber Abadi,Dusun krajan desa plalangan kec. Kalisat,179,288
Tani Maju,Dusun jambuan desa plalangan kec. Kalisat,179,289
Tani Makmur,Dusun curah lembu desa plalangan kec. Kalisat,179,290
Harapan Jaya,Desa Sebanen kec. Kalisat,189,291
Jaya Abadi,Desa Sebanen kec. Kalisat,189,292
Kramat Jaya,Desa Sebanen kec. Kalisat,189,293
Tani Maju,Desa Sebanen kec. Kalisat,189,294
Tirto Sari,Dusun Kramat Desa sebanen kec. Kalisat,189,295
Bahagia,Dusun Gumuk Baung desa sukoreno kec. Kalisat,187,296
Gumuk Tani,Dusun Grugul Desa Sukoreno Kec. Kalisat,187,297
Mulya,Dusun Krajan II Desa Sukoreno Kec. Kalisat,187,298
Sejahtera,Dusun Gumuk Baung Desa Sukoreno Kec. Kalisat,187,299
Tani Makmur,Dusun Grugul Desa Sukoreno Kec. Kalisat,187,300
Tani Mulyo,Dusun Krajan Desa Sukoreno Kec. Kalisat,187,301
Harapan,Dusun karang pring desa sumber jeruk kec. Kalisat,182,302
Karya Tani,Dusun karang pring desa sumbercjeruk kec. Kalisat,182,303
Maradah,Dusun krajan desa sumber jeruk kec. Kalisat,182,304
Sejahtera,Dusun plalangan desa sumber jeruk kec. Kalisat,182,305
Sumber Jaya,Dusun krajan desa sumber jeruk kec. Kalisat,182,306
Budi Mulyo,Dusun Curahmas Desa Sumber kalong Kec. Kalisat,188,307
Karya Bakti,Dusun Krajan Desa Sumber kalong Kec. Kalisat,188,308
Rukun Tani,Dusun Sumberwaru Desa Sumberkalong Kec. Kalisat,188,309
Suka Bakti,Dusun plalangan desa sumber kalong kec. Kalisat,188,310
Swadaya,Dusun krajan desa sumber kalong kec. Kalisat,188,311
Barokah,Desa sumber ketempah kec. Kalisat,186,312
Makmur Jaya,Desa sumber ketempah kec. Kalisat,186,313
MUTIARA BARU,Desa sumber ketempah kec. Kalisat,186,314
Suka Maju,Desa sumber ketempah kec. Kalisat,186,315
Tani Mulyo,Desa sumber ketempah kec. Kalisat,186,316
Rukun Tani I,Dusun Krajan Lama RT 02 RW 05 Desa Bedadung Kecamatan Pakusari Kabupaten Jember,176,317
Rukun Tani II,Dusun Krajan Lama RT 02 RW 09 Desa Bedadung Kecamatan Pakusari Kabupaten Jember,176,318
Rukun Tani III,Dusun Krajan Baru Desa Bedadung Kecamatan Pakusari Kabupaten Jember,176,319
Rukun Tani IV,Dusun Gumuk Suda RT 03 RW 08 Desa Bedadung Kecamatan Pakusari Kabupaten Jember,176,320
